Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
10,4,ADCS-ADL-MCI score at 18 months,MCI,1,SUBGROUP_AND_OVERALL,ENGAGE 2022,2022,0.121525,0.080029,,,,295,,,,333,,,50.53409364595877,0.121525,-0.03532895771875602,0.278378957718756,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>participants lost at FU were less than 5% of the overall sample</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>participants lost at FU were less than 5% of the overall sample</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
10,4,ADCS-ADL-MCI score at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,ENVISION,2022,0.611056,0.761129,,,,5,,,,3,,,0.9776693378102604,0.611056,-0.8807294275889868,2.102841427588987,,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",High risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p>",Some concerns,<p>The trial report provides no information about the extent of missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Some concerns,"<p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",High risk,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p><p>The trial report provides no information about the extent of missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>"
10,5,Any ARIA E at 18 months,MCI,1,SUBGROUP_AND_OVERALL,EMERGE 2022,2022,,,,,188,541,,,13,544,,,20.800368093497905,14.54173183563202,8.395438070409726,25.18772254717064,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization were &nbsp;stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>n of event were more than double than n of participants lost at FU</p>,Low risk,<p>investigatros were blind to treatment assignment</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>n of event were more than double than n of participants lost at FU</p><p>investigatros were blind to treatment assignment</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
10,5,Any ARIA E at 18 months,MCI,1,SUBGROUP_AND_OVERALL,ENGAGE 2022,2022,,,,,199,554,,,16,532,,,25.59484751604202,11.943592057761732,7.27888447064231,19.59769959498222,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>n of event were more than double than n of participants lost at FU</p>,Low risk,<p>investigators were blind to treatment assignment</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>n of event were more than double than n of participants lost at FU</p><p>investigators were blind to treatment assignment</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,3000 Non Carriers 2016,2016,,,,,13,267,,,2,344,,,2.8652785287767544,8.374531835205993,1.9061840798702407,36.792240686247254,,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p>",Low risk,<p>In the safety analysis all randomised participants were included.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p><p>In the safety analysis all randomised participants were included.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received. ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,3001 Carriers 2016,2016,,,,,109,654,,,9,439,,,14.028211874214632,8.12962962962963,4.164517402934319,15.869996813648651,,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,Bapineuzumab-301 2014,2014,,,,,31,329,,,1,524,,,1.5905465574202544,49.37386018237081,6.772524886743063,359.95114231032983,,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p>,Some concerns,"<p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p>",Low risk,<p>In the safety analysis all randomised participants were included</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p><p>In the safety analysis all randomised participants were included.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,Bapineuzumab-302 2014,2014,,,,,103,673,,,1,448,,,1.624254191326748,68.56463595839523,9.60180290996349,489.60693613374093,,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,,,,,9,654,,,4,660,,,4.563350003820544,2.270642201834862,0.7027499679306088,7.336629304923097,,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>All safety analyses were performed using data from all randomized subjects with mild AD in EXPEDITION and EXPEDITION2 who had received at least one dose of study medication.&nbsp;</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>All safety analyses were performed using data from all randomized subjects with mild AD in EXPEDITION and EXPEDITION2 who had received at least one dose of study medication.&nbsp;</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,,,,,1,1057,,,1,1067,,,0.8177623530360161,1.009460737937559,0.06322306747084956,16.117708649731046,,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,Low risk,"<p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p>",Some concerns,<p>n of events are less than double of the participants lost at FU; n of lost at FU balanced in numbers between groups</p>,Low risk,<p>site personnel blind to therapy</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>",Some concerns,"<p>Assignment to treatment groups was determined by a computer generated random sequence using an interactive web response system (IWRS).</p><p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p><p>n of events are less than double of the participants lost at FU; n of lost at FU balanced in numbers between groups</p><p>&nbsp;</p><p>site personnel blind to therapy</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>"
10,5,Any ARIA E at 18 months,MILD dementia,2,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,,,205,853,,,18,874,,,28.115380881865132,11.66927185098346,7.275124533987975,18.717467295025138,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p>",Low risk,<p>n of events were more than double of missing participants (n:9)</p>,Low risk,<p>Central evaluation of MRI scans</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>&nbsp;Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>n of events were more than double of missing participants (n:9)</p><p>Central evaluation of MRI scans</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
10,6,Any ARIA E at 24 months,MCI,1,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,,,35,260,,,2,266,,,38.154696935444846,17.903846153846153,4.350772528839474,73.67604373150134,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>All MRIs were centrally read by blinded neuroradiologists.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>All MRIs were centrally read by blinded neuroradiologists.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,6,Any ARIA E at 24 months,MILD dementia,2,SUBGROUP_AND_OVERALL,ENVISION,2022,,,,,7,680,,,0,344,,,9.33659429867998,7.599118942731277,0.435288259576443,132.66291344950963,,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",High risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p>",Some concerns,<p>The trial report provides no information about the extent of missing outcome data.</p>,Some concerns,<p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p>,Some concerns,"<p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",High risk,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p><p>The trial report provides no information about the extent of missing outcome data.</p><p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p><p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>"
10,6,Any ARIA E at 24 months,MILD dementia,2,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,,,,,18,192,,,3,195,,,52.50870876587518,6.09375,1.8246064064892265,20.35167087566579,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p>",Some concerns,<p>There is not evidence that the result was not biased by missing outcome data.</p>,Low risk,"<p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p>",Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p><p>There is not evidence that the result was not biased by missing outcome data.</p><p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,7,Any ARIA H at 24 months,MCI,1,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,,,42,260,,,35,266,,,80.33209480657375,1.2276923076923076,0.8109117597692889,1.858683616569678,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>All MRIs were centrally read by blinded neuroradiologists.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>All MRIs were centrally read by blinded neuroradiologists.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,7,Any ARIA H at 24 months,MILD dementia,2,SUBGROUP_AND_OVERALL,ENVISION,2022,,,,,2,680,,,0,344,,,1.5014410179392799,2.5330396475770924,0.1219456991199386,52.61595859880877,,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",High risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p>",Some concerns,<p>The trial report provides no information about the extent of missing outcome data.</p>,Some concerns,<p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p>,Some concerns,"<p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",High risk,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p><p>The trial report provides no information about the extent of missing outcome data.</p><p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p><p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>"
10,7,Any ARIA H at 24 months,MILD dementia,2,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,,,,,12,192,,,8,195,,,18.16646417548696,1.5234375,0.6368936685216413,3.6440334252237716,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p>",Some concerns,<p>There is not evidence that the result was not biased by missing outcome data.</p>,Low risk,"<p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p>",Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p><p>There is not evidence that the result was not biased by missing outcome data.</p><p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
10,8,SAE at 18 months,MCI,1,SUBGROUP_AND_OVERALL,EMERGE 2022,2022,,,,,73,541,,,81,544,,,10.730341123179526,0.9062321717897811,0.6760266152665722,1.2148290180305752,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization were &nbsp;stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>n of event were more than double than n of participants lost at FU</p>,Low risk,<p>nvestigators were blind to treatment assignment</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>n of event were more than double than n of participants lost at FU</p><p>investigators were blind to treatment assignment</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
