Analysis.group,Analysis.number,Analysis.name,Subgroup,Subgroup.number,Applicability,Study,Study.year,GIV.Mean,GIV.SE,Experimental.mean,Experimental.SD,Experimental.cases,Experimental.N,Control.mean,Control.SD,Control.cases,Control.N,O.E,Variance,Weight,Mean,CI.start,CI.end,Footnotes,Bias.arising.from.the.randomization.process..judgement.,Bias.arising.from.the.randomization.process..support.,Bias.due.to.deviations.from.intended.interventions..judgement.,Bias.due.to.deviations.from.intended.interventions..support.,Bias.due.to.missing.outcome.data..judgement.,Bias.due.to.missing.outcome.data..support.,Bias.in.measurement.of.the.outcome..judgement.,Bias.in.measurement.of.the.outcome..support.,Bias.in.selection.of.the.reported.result..judgement.,Bias.in.selection.of.the.reported.result..support.,Overall.bias..judgement.,Overall.bias..support.,amyloid_change_cl,amyloid_source,mapping_note,analysis_id,is_rr,is_md,yi,sei,vi,biomarker_confirmed,approved_generation,active_2026,clearance_ge_2cl,clearance_ge_4cl,clearance_ge_6cl,clearance_ge_8cl,clearance_ge_10cl,clearance_ge_12cl,demonstrated_clearance,response_primary
4,2,Any ARIA E at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENGAGE 2022,2022,NA,NA,NA,NA,199,554,NA,NA,16,532,NA,NA,18.675745452522232,11.943592057761732,7.27888447064231,19.59769959498222,NA,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>n of event were more than double than n of participants lost at FU</p>,Low risk,<p>investigators were blind to treatment assignment</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>n of event were more than double than n of participants lost at FU</p><p>investigators were blind to treatment assignment</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-42.24,Imbimbo 2024 Table 1,"High-dose aducanumab, 78 weeks",4.2,TRUE,FALSE,2.4801949050790717,0.25266652375887855,0.06384037222839593,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,2,Any ARIA E at 18 months,Bapineuzumab,2,SUBGROUP_AND_OVERALL,3000 Non Carriers 2016,2016,NA,NA,NA,NA,13,267,NA,NA,2,344,NA,NA,3.530552403893457,8.374531835205993,1.9061840798702407,36.792240686247254,NA,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p>",Low risk,<p>In the safety analysis all randomised participants were included.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p><p>In the safety analysis all randomised participants were included.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received. ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",6.52,Imbimbo 2024 Table 1,Highest-dose bapineuzumab arm,4.2,TRUE,FALSE,2.1251951758747403,0.7551627518799052,0.5702707818268313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Bapineuzumab,2,SUBGROUP_AND_OVERALL,3001 Carriers 2016,2016,NA,NA,NA,NA,109,654,NA,NA,9,439,NA,NA,12.916575252372478,8.12962962962963,4.164517402934319,15.869996813648651,NA,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.ARIA was monitored by MRI and discussed as being more detectable with central reading of every MRI scan.&nbsp;</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",-9.6,Imbimbo 2024 Table 1,Bapineuzumab 0.5 mg/kg arm,4.2,TRUE,FALSE,2.095515366510897,0.3412894178288141,0.11647846672193087,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Bapineuzumab,2,SUBGROUP_AND_OVERALL,Bapineuzumab-301 2014,2014,NA,NA,NA,NA,31,329,NA,NA,1,524,NA,NA,2.0385846122483935,49.37386018237081,6.772524886743063,359.95114231032983,NA,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p>,Some concerns,"<p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p>",Low risk,<p>In the safety analysis all randomised participants were included</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Participants who shifted to the lower dose group, likely affected the safety outcome.</p><p>In the safety analysis all randomised participants were included.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Not available,No unambiguous matched trial-level estimate,4.2,TRUE,FALSE,3.8994211380408164,1.0135630981304289,1.0273101538917535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Bapineuzumab,2,SUBGROUP_AND_OVERALL,Bapineuzumab-302 2014,2014,NA,NA,NA,NA,103,673,NA,NA,1,448,NA,NA,2.079578041289255,68.56463595839523,9.60180290996349,489.606936133741,NA,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Not available,No unambiguous matched trial-level estimate,4.2,TRUE,FALSE,4.227776890999893,1.0029908827630962,1.005990710905895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Crenezumab,3,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,NA,NA,NA,NA,1,398,NA,NA,0,388,NA,NA,0.8118334703289259,2.9248120300751883,0.11951309131104863,71.57814526785407,NA,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>In the safety analysis all randomised participants were included.</p>,Low risk,<p>MRI readers and assessors were blinded.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>In the safety analysis all randomised participants were included.</p><p>MRI readers and assessors were blinded.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-3.79,Imbimbo 2024 Table 1,"Crenezumab 60 mg/kg, 53 weeks",4.2,TRUE,FALSE,1.0732302153966926,1.6314379261605707,2.6615897069151035,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Donanemab,4,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,NA,NA,NA,NA,205,853,NA,NA,18,874,NA,NA,19.627261194728444,11.66927185098346,7.275124533987975,18.717467295025138,NA,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p>",Low risk,<p>n of events were more than double of missing participants (n:9)</p>,Low risk,<p>Central evaluation of MRI scans</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>&nbsp;Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>n of events were more than double of missing participants (n:9)</p><p>Central evaluation of MRI scans</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-86.33,Imbimbo 2024 Table 1,"Donanemab, 76 weeks",4.2,TRUE,FALSE,2.4569590494061,0.24107489839002802,0.058117106633762336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,2,Any ARIA E at 18 months,Lecanemab,5,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,NA,NA,NA,NA,113,898,NA,NA,15,897,NA,NA,17.291954293883474,7.524944320712696,4.426580621513425,12.791992707560029,NA,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>n.of events more than double tha n of lost at FU (9 participants lost at FU&nbsp;</p>,Low risk,"<p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p>",Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.</p><p>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number &nbsp;</p><p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p><p>n.of events more than double tha n of lost at FU (9 participants lost at FU&nbsp;</p><p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-59.12,Imbimbo 2024 Table 1,Lecanemab 10 mg/kg every 2 weeks,4.2,TRUE,FALSE,2.0182234113667272,0.2707172163732932,0.07328781124090446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,2,Any ARIA E at 18 months,Solanezumab,6,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,NA,NA,NA,NA,9,654,NA,NA,4,660,NA,NA,5.347745836025777,2.270642201834862,0.7027499679306088,7.336629304923097,NA,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>All safety analyses were performed using data from all randomized subjects with mild AD in EXPEDITION and EXPEDITION2 who had received at least one dose of study medication.&nbsp;</p>,Low risk,<p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>All safety analyses were performed using data from all randomized subjects with mild AD in EXPEDITION and EXPEDITION2 who had received at least one dose of study medication.&nbsp;</p><p>The assessment of the outcome could not have been influenced by knowledge of the intervention received.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Not available,No plaque PET reduction estimate; soluble-Aβ target,4.2,TRUE,FALSE,0.8200626997796012,0.5983869213211399,0.3580669076081921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,2,Any ARIA E at 18 months,Solanezumab,6,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,NA,NA,NA,NA,1,1057,NA,NA,1,1067,NA,NA,1.074281026827561,1.009460737937559,0.06322306747084956,16.117708649731046,NA,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,Low risk,"<p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p>",Some concerns,<p>n of events are less than double of the participants lost at FU; n of lost at FU balanced in numbers between groups</p>,Low risk,<p>site personnel blind to therapy</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>",Some concerns,"<p>Assignment to treatment groups was determined by a computer generated random sequence using an interactive web response system (IWRS).</p><p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p><p>n of events are less than double of the participants lost at FU; n of lost at FU balanced in numbers between groups</p><p>&nbsp;</p><p>site personnel blind to therapy</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>",NA,Not available,No plaque PET reduction estimate; soluble-Aβ target,4.2,TRUE,FALSE,0.009416265431515686,1.4135475652002205,1.9981167190834717,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,3,Any ARIA E at 24 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENVISION,2022,NA,NA,NA,NA,7,680,NA,NA,0,344,NA,NA,9.857683250594222,7.599118942731277,0.435288259576443,132.66291344950963,NA,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",High risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p>",Some concerns,<p>The trial report provides no information about the extent of missing outcome data.</p>,Some concerns,<p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p>,Some concerns,"<p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",High risk,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p><p>The trial report provides no information about the extent of missing outcome data.</p><p>There is no information on whether the measurement or ascertainment of the outcome could have differed between intervention groups</p><p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",NA,Not available,No matched trial-level Centiloid estimate,4.3,TRUE,FALSE,2.0280323119840573,1.459097787616544,2.1289663538274937,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,3,Any ARIA E at 24 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2022,2022,NA,NA,NA,NA,1,399,NA,NA,1,397,NA,NA,10.483839446652851,0.9949874686716792,0.06245253801815224,15.852038911948236,NA,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>In the safety analysis all randomised participants were included&nbsp;</p>,Low risk,<p>MRI readers and assessors were blinded.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>In the safety analysis all randomised participants were included&nbsp;</p><p>MRI readers and assessors were blinded.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-1.99,Imbimbo 2024 Table 1,"Crenezumab 60 mg/kg, 105 weeks",4.3,TRUE,FALSE,-0.005025136202673043,1.412435783548471,1.9949748426481835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,3,Any ARIA E at 24 months,Gantenerumab,3,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,NA,NA,NA,NA,18,192,NA,NA,3,195,NA,NA,44.85570687574518,6.09375,1.8246064064892265,20.35167087566579,NA,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p>",Some concerns,<p>There is not evidence that the result was not biased by missing outcome data.</p>,Low risk,"<p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p>",Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p><p>There is not evidence that the result was not biased by missing outcome data.</p><p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Neve 2024 doi:10.3233/JAD-240221,Prior -59.65 CL mapping quarantined: high-dose extension PET cannot establish placebo-adjusted removal during the low-dose randomized phase; compatible PET estimate unknown,4.3,TRUE,FALSE,1.8072636557640203,0.6152660809985796,0.3785523504273507,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,3,Any ARIA E at 24 months,Gantenerumab,3,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,NA,NA,NA,NA,35,260,NA,NA,2,266,NA,NA,34.80277042700775,17.903846153846153,4.350772528839474,73.67604373150134,NA,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>All MRIs were centrally read by blinded neuroradiologists.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>All MRIs were centrally read by blinded neuroradiologists.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-12.64,Imbimbo 2024 Table 1,Gantenerumab 225 mg every 4 weeks,4.3,TRUE,FALSE,2.8850155586956396,0.7217796590574125,0.5209658762290346,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
